Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
25.31,2979.833,3869.833,-10.483,32.968,-6.101,13.642,964.147,0.864,964.148,89.949,31.257,12.201,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,223.054,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.447,90,-10.154,627.138,0.001,325.146,0.111,5356392.428,15.524,189.288,0.073,0.131,0.005
25.384,2979.048,3869.048,-10.93,32.27,-6.044,12.985,966.406,0.868,966.406,89.949,30.363,11.493,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,211.516,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.203,90,-10.149,627.203,0.001,325.149,0.109,5216163.236,15.524,189.288,0.077,0.131,0.005
25.461,2978.189,3868.189,-11.395,31.604,-6.029,12.158,968.71,0.873,968.71,89.948,29.478,10.558,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,196.118,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.545,90,-10.143,627.274,0.001,325.152,0.105,5022853.228,15.524,189.288,0.082,0.131,0.005
25.543,2977.231,3867.231,-11.891,30.982,-5.875,11.982,971.099,0.877,971.099,89.948,28.61,10.443,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,195.162,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.142,90,-10.137,627.353,0.001,325.156,0.104,5010759.69,15.524,189.288,0.083,0.131,0.004
25.626,2976.218,3866.218,-12.381,30.376,-5.845,11.299,973.45,0.882,973.451,89.948,27.738,9.67,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,182.753,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.644,90,-10.13,627.436,0.001,325.16,0.101,4849018.592,15.524,189.288,0.088,0.131,0.004
25.715,2975.1,3865.1,-12.899,29.817,-5.795,10.724,975.867,0.886,975.868,89.948,26.882,9.023,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,172.675,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.282,90,-10.123,627.528,0.001,325.164,0.098,4713596.522,15.524,189.288,0.093,0.131,0.004
25.808,2973.872,3863.872,-13.439,29.304,-5.687,10.362,978.335,0.891,978.335,89.948,26.041,8.661,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,167.698,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.364,90,-10.115,627.63,0.001,325.169,0.097,4645362.786,15.524,189.288,0.097,0.132,0.004
25.905,2972.548,3862.548,-13.988,28.826,-5.537,10.146,980.807,0.896,980.808,89.948,25.205,8.502,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,166.341,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.789,90,-10.107,627.739,0.001,325.174,0.096,4626738.225,15.524,189.288,0.099,0.132,0.004
26.003,2971.142,3861.142,-14.534,28.372,-5.479,9.658,983.25,0.901,983.251,89.948,24.367,7.954,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,158.304,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.478,90,-10.097,627.855,0.001,325.18,0.094,4513794.981,15.524,189.288,0.104,0.132,0.004
26.107,2969.608,3859.608,-15.101,27.97,-5.249,9.662,985.731,0.905,985.731,89.947,23.543,8.113,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,162.676,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.464,90,-10.087,627.981,0.001,325.186,0.095,4575944.097,15.524,189.288,0.103,0.132,0.004
26.21,2968.017,3858.017,-15.644,27.572,-5.162,9.28,988.124,0.91,988.124,89.947,22.704,7.712,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,157.364,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.398,90,-10.077,628.113,0.001,325.192,0.094,4500865.386,15.524,189.288,0.108,0.132,0.004
26.318,2966.302,3856.302,-16.2,27.219,-4.931,9.283,990.525,0.915,990.526,89.947,21.873,7.864,31.94,-101.99,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,161.746,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.38,90,-10.066,628.254,0.001,325.199,0.095,4563365.634,15.524,189.288,0.108,0.132,0.004
26.426,2964.528,3854.528,-16.732,26.871,-4.876,8.842,992.836,0.92,992.837,89.947,21.026,7.376,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,155.07,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.119,90,-10.054,628.4,0.001,325.206,0.093,4468463.257,15.524,189.288,0.113,0.132,0.004
26.539,2962.604,3852.604,-17.283,26.578,-4.697,8.701,995.167,0.924,995.167,89.947,20.191,7.325,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,156.092,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.695,90,-10.042,628.559,0.001,325.213,0.093,4483454.358,15.524,189.288,0.115,0.132,0.004
26.654,2960.587,3850.587,-17.823,26.307,-4.65,8.258,997.439,0.929,997.439,89.947,19.35,6.824,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,149.477,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.341,90,-10.029,628.725,0.001,325.221,0.091,4387722.45,15.524,189.288,0.121,0.132,0.004
26.775,2958.395,3848.395,-18.386,26.099,-4.577,7.869,999.732,0.934,999.733,89.946,18.523,6.402,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,144.438,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.083,90,-10.015,628.906,0.001,325.23,0.09,4313453.492,15.524,189.288,0.127,0.132,0.004
26.902,2956.021,3846.021,-18.968,25.95,-4.337,7.816,1002.034,0.939,1002.035,89.946,17.71,6.502,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,148.466,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.935,90,-9.999,629.102,0.001,325.239,0.091,4373545.344,15.524,189.288,0.128,0.132,0.003
27.03,2953.559,3843.559,-19.523,25.807,-4.352,7.267,1004.247,0.943,1004.247,89.946,16.878,5.82,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,139.351,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.042,90,-9.983,629.305,0.001,325.249,0.088,4237515.827,15.524,189.288,0.138,0.132,0.003
27.168,2950.831,3840.831,-20.121,25.755,-4.191,7.025,1006.514,0.948,1006.515,89.946,16.077,5.639,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,139.016,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.213,90,-9.965,629.53,0.001,325.26,0.088,4232810.758,15.524,189.288,0.142,0.132,0.003
27.31,2947.925,3837.925,-20.718,25.74,-4.034,6.771,1008.746,0.953,1008.746,89.946,15.274,5.437,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,138.513,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.325,90,-9.947,629.77,0.001,325.271,0.088,4225562.398,15.524,189.288,0.148,0.132,0.003
27.458,2944.821,3834.821,-21.314,25.762,-3.912,6.45,1010.942,0.958,1010.943,89.946,14.471,5.129,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,136.465,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.151,90,-9.926,630.026,0.001,325.284,0.087,4194649.974,15.524,189.288,0.155,0.132,0.003
27.613,2941.469,3831.469,-21.92,25.837,-3.707,6.251,1013.124,0.963,1013.125,89.946,13.676,5.033,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,138.104,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.487,90,-9.905,630.302,0.001,325.297,0.088,4220236.318,15.524,189.288,0.16,0.132,0.003
27.773,2937.915,3827.915,-22.513,25.933,-3.532,6.003,1015.248,0.968,1015.248,89.945,12.871,4.854,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,138.532,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.615,90,-9.881,630.595,0.001,325.311,0.088,4227280.181,15.524,189.288,0.167,0.132,0.003
27.939,2934.116,3824.116,-23.102,26.061,-3.372,5.72,1017.324,0.973,1017.325,89.945,12.062,4.62,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,138.325,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.592,90,-9.857,630.909,0.001,325.326,0.088,4224673.425,15.524,189.288,0.175,0.132,0.003
28.114,2930.025,3820.025,-23.691,26.229,-3.297,5.281,1019.363,0.978,1019.363,89.945,11.255,4.125,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,134.55,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.822,90,-9.83,631.246,0.001,325.342,0.086,4167203.66,15.524,189.288,0.189,0.132,0.003
28.303,2925.48,3815.48,-24.316,26.475,-3.201,4.831,1021.42,0.983,1021.42,89.945,10.474,3.618,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,131.468,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.902,90,-9.801,631.621,0.001,325.36,0.085,4119825.408,15.524,189.288,0.207,0.132,0.003
28.51,2920.379,3810.379,-24.978,26.805,-2.911,4.624,1023.51,0.989,1023.511,89.945,9.725,3.593,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,135.731,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.344,90,-9.767,632.042,0.001,325.38,0.087,4186809.967,15.524,189.288,0.216,0.132,0.003
28.727,2914.909,3804.909,-25.608,27.126,-2.65,4.389,1025.529,0.994,1025.53,89.944,8.948,3.499,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,139.064,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.622,90,-9.732,632.493,0.001,325.401,0.088,4238687.46,15.524,189.288,0.228,0.132,0.003
28.954,2909.005,3799.005,-26.212,27.45,-2.396,4.15,1027.477,0.999,1027.478,89.944,8.151,3.389,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,142.25,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.884,90,-9.694,632.98,0.001,325.425,0.089,4287808.152,15.524,189.288,0.241,0.132,0.003
29.195,2902.62,3792.62,-26.789,27.775,-2.107,4,1029.343,1.005,1029.343,89.944,7.334,3.4,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,146.939,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.543,90,-9.652,633.506,0.001,325.45,0.09,4358841.743,15.524,189.288,0.25,0.132,0.003
29.445,2895.857,3785.857,-27.316,28.075,-1.922,3.676,1031.07,1.01,1031.07,89.944,6.484,3.134,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,148.111,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.415,90,-9.608,634.064,0.001,325.476,0.09,4377183.373,15.524,189.288,0.272,0.132,0.004
29.717,2888.356,3778.356,-27.839,28.403,-1.702,3.408,1032.718,1.015,1032.718,89.944,5.632,2.952,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,150.578,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.55,90,-9.559,634.683,0.001,325.506,0.091,4414599.807,15.524,189.288,0.293,0.132,0.004
30.011,2880.114,3770.114,-28.338,28.736,-1.544,2.976,1034.243,1.02,1034.243,89.943,4.765,2.544,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,150.904,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.995,90,-9.506,635.363,0.001,325.538,0.091,4420593.32,15.524,189.288,0.336,0.132,0.004
30.347,2870.504,3760.504,-28.857,29.121,-1.342,2.566,1035.701,1.026,1035.701,89.943,3.911,2.187,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,152.606,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.578,90,-9.443,636.155,0.001,325.576,0.092,4446864.918,15.524,189.288,0.39,0.132,0.004
30.737,2859.156,3749.156,-29.38,29.539,-1.07,2.318,1037.059,1.031,1037.059,89.943,3.058,2.057,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,156.678,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.889,90,-9.37,637.091,0.001,325.621,0.093,4507510.494,15.524,189.288,0.431,0.132,0.004
31.168,2846.384,3736.384,-29.842,29.921,-0.896,1.762,1038.186,1.037,1038.187,89.943,2.171,1.517,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,157.774,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.936,90,-9.286,638.145,0.001,325.671,0.093,4525163.014,15.524,189.288,0.5,0.132,0.004
31.668,2831.351,3721.351,-30.29,30.323,-0.63,1.587,1039.082,1.043,1039.083,89.943,1.412,1.457,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,162.199,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.421,90,-9.189,639.384,0.001,325.73,0.094,4590466.521,15.524,189.288,0.5,0.132,0.004
32.168,2816.128,3706.128,-30.605,30.612,-0.498,1.017,1039.606,1.047,1039.607,89.942,0.684,0.887,31.94,-101.989,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.783,0,175.137,-11.281,0,0,163.221,21.587,0,21.587,0,21.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.251,90,-9.09,640.64,0.001,325.79,0.094,4607210.305,15.524,189.288,0.5,0.132,0.004
